scenario_name,company_name,year,scenario_geography,ald_sector,ald_business_unit,production_plan_company_technology,phase_out,production_baseline_scenario,production_target_scenario,production_shock_scenario,company_id,pd,net_profit_margin,debt_equity_ratio,volatility,price_baseline_scenario,price_shock_scenario,net_profits_baseline_scenario,net_profits_shock_scenario,discounted_net_profits_baseline_scenario,discounted_net_profits_shock_scenario,baseline_scenario_arg,shock_scenario_arg,lgd_arg,risk_free_rate_arg,discount_rate_arg,growth_rate_arg,div_netprofit_prop_coef_arg,shock_year_arg,scenario_geography_arg,start_year_arg,carbon_price_model_arg,market_passthrough_arg,financial_stimulus_arg,end_year_arg,run_id
Carbon balance 2030,company-1,2032,Global,Power,NuclearCap,NA,FALSE,155852381992775.3,97764090996772.56,122310205236262.94,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7816653917529347,6134372363703573,3973590485838110.5,3118403848779485.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2033,Global,Power,NuclearCap,NA,FALSE,156533412942868.84,97636293734494.125,111955722833676.34,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7850810490409023,5615051424226888,3729863509797422,2667670482996052.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2034,Global,Power,NuclearCap,NA,FALSE,157220564532787.6,97303070036319.6,101601240431089.72,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7885274039176113,5095730484750202,3501155975284690.5,2262565276296677.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2035,Global,Power,NuclearCap,NA,FALSE,157914129357041.7,96980156531454.08,91246758028503.11,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7920059238678662,4576409545273517,3286543009222800.5,1899047260266257.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2036,Global,Power,NuclearCap,NA,FALSE,158614400865890.38,96667566059412.97,80892275625916.5,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7955180806684148,4057088605796831.5,3085156272242221,1573408909662951.2,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2037,Global,Power,NuclearCap,NA,FALSE,159321673628819.25,96365265958003.9,70537793223329.89,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7990653517093965,3537767666320146,2896180561611928,1282249809077175.8,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2038,Global,Power,NuclearCap,NA,FALSE,160036243491994.62,96073185032277.94,60183310820743.28,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8026492207840424,3018446726843460.5,2718850609740350.5,1022452337987776,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2039,Global,Power,NuclearCap,NA,FALSE,160758407795959.34,95791219404427.25,49828828418156.67,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8062711791805124,2499125787366775,2552448070978498.5,791159222828775.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2040,Global,Power,NuclearCap,NA,FALSE,161488465571054.06,95519237832936.72,39474346015570.06,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8099327266620140,1979804847890090,2396298684672538,585752815849247.6,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2041,Global,Power,NuclearCap,NA,FALSE,161992004236744.72,95074690604891.08,29119863612983.438,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8124581853258289,1460483908413403.8,2246514584654564.2,403835970904545.44,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2042,Global,Power,NuclearCap,NA,FALSE,162505613690859.4,94647925263568.94,18765381210396.83,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8150341532387042,941162968936718.5,2106203131391915.8,243214395917966.62,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2043,Global,Power,NuclearCap,NA,FALSE,163029495335399.5,94238230547291.64,8410898807810.219,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8176616405165732,421842029460033.2,1974759867116304.5,101880370652374.1,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2044,Global,Power,NuclearCap,NA,FALSE,163563854601749.62,93844923614269.23,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8203416774844250,0,1851619165535689.8,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2045,Global,Power,NuclearCap,NA,FALSE,164108901051412.03,93467348963364.36,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8230753151815290,0,1736251724959215,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2046,Global,Power,NuclearCap,NA,FALSE,164664848443163.2,93104877294898.2,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8258636256982546,0,1628162223450686,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2047,Global,Power,NuclearCap,NA,FALSE,165231914783420.94,92756904491371.97,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8287077024286829,0,1526887125788295,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2048,Global,Power,NuclearCap,NA,FALSE,165810322443768.2,92422850598188.06,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8316086606600379,0,1431992633149374,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2049,Global,Power,NuclearCap,NA,FALSE,166400298244898.44,92102158864328.97,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8345676379937088,0,1343072765193631.2,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2050,Global,Power,NuclearCap,NA,FALSE,167002073574139.5,91794294798025.52,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,8375857949346805,0,1259747566583588.5,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2051,Global,Power,NuclearCap,NA,FALSE,NA,NA,NA,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,NA,NA,8627133687827209,0,215678342195680200,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2022,Global,Power,OilCap,17657386136327.55,FALSE,17657386136327.55,16792661856037.004,17657386136327.55,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,62.85369299435028,62.85369299435028,547350367581855.9,547350367581855.9,547350367581855.9,547350367581855.9,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2023,Global,Power,OilCap,52254565866621.875,FALSE,52254565866621.875,17144958597819.564,52254565866621.875,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,62.13181824430379,62.13181824430379,1601203411917049.5,1601203411917049.5,1496451786838364,1496451786838364,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2024,Global,Power,OilCap,46445975523869.26,FALSE,46445975523869.26,17156923604388.256,46445975523869.26,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,61.54106547561286,61.54106547561286,1409682472052985.2,1409682472052985.2,1231271265658996.5,1231271265658996.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2025,Global,Power,OilCap,68470155981169.305,FALSE,68470155981169.305,16726117273648,68470155981169.305,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,61.05673416017218,61.05673416017218,2061783633118364.5,2061783633118364.5,1683029602322828,1683029602322828,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2026,Global,Power,OilCap,35856426565195.6,FALSE,35856426565195.6,16457082796682.39,35856426565195.6,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,60.65905294306617,60.65905294306617,1072681599839095.5,1072681599839095.5,818343656568725.25,818343656568725.25,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2027,Global,Power,OilCap,35852761337180.67,FALSE,35852761337180.67,15780141199159.139,35852761337180.67,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,60.33211157474872,60.33211157474872,1066790981198824,1066790981198824,760607225992583.25,760607225992583.25,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2028,Global,Power,OilCap,NA,FALSE,36264260853428.97,15144186733607.705,36264260853428.97,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,60.06304909395892,60.06304909395892,1074222897007867,1074222897007867,715800074066838.4,715800074066838.4,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2029,Global,Power,OilCap,NA,FALSE,36683777083203.35,14712025457490.97,36683777083203.35,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.84142992890016,59.84142992890016,1082640347106310,1082640347106310,674213996714298.5,674213996714298.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2030,Global,Power,OilCap,NA,FALSE,37111443906902.64,14280762346635.54,33087062320743.566,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.65875950917725,59.65875950917725,1091918616459439.1,973510473012174,635506576223453.5,566591958682502.1,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2031,Global,Power,OilCap,NA,FALSE,37562027944128.164,14101515925706.264,29490347558283.78,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.50810476520781,59.61643268170505,1102385139404609.1,867069831806787.9,599624474645496.5,471628538696473.7,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2032,Global,Power,OilCap,NA,FALSE,38022291406621.375,13728529462652.326,25893632795823.992,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.38379444268135,59.57410585423285,1113562070939962.2,760779352555366.1,566078490510400,386741645342229.1,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2033,Global,Power,OilCap,NA,FALSE,38492474928167.83,12891139512327.387,22296918033364.21,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.281180797367085,59.53177902676065,1125384374693179.1,654639035257909.25,534662009583877.9,311014289885151.94,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2034,Global,Power,OilCap,NA,FALSE,38972828045249.45,11130888319038.166,18700203270904.42,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.19644898490565,59.48945219928845,1137799599561018,548648879914416.56,505196629424411.4,243606664106034.84,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2035,Global,Power,OilCap,NA,FALSE,39463609752600.625,8664983249109.159,15103488508444.637,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.12646372373537,59.44712537181625,1150765710779368,442808886524888.7,477526857822620.75,183749945116938.44,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2036,Global,Power,OilCap,NA,FALSE,39965089184577.05,6755298298356.601,11506773745984.852,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.06864549003239,59.40479854434405,1164249334482293,337119055089325.3,451515964755179.25,130740581839109.61,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2037,Global,Power,OilCap,NA,FALSE,40477546384876.02,5556445417363.142,7910058983525.066,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,59.020870091847605,59.362471716871845,1178224329947965.5,231579385607726.47,427042718635426.06,83935026544743.56,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2038,Global,Power,OilCap,NA,FALSE,41001273089443.16,4952981198650.736,4313344221065.2812,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.98138703985392,59.32014488939965,1192670625303595.8,126189878080092.23,403998804566030,42744877597461.73,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2039,Global,Power,OilCap,NA,FALSE,41536573690608.83,5047900323255.651,716629458605.4922,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.94875284594225,59.27781806192745,1207573267406572.8,20950532506422.44,382286771069989.4,6632402058119.205,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2040,Global,Power,OilCap,NA,FALSE,42083766241125.7,4572096816097.494,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.92177664193161,59.235491234455246,1222921647825471.8,0,361818388080106.1,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2041,Global,Power,OilCap,NA,FALSE,42622191410898.016,4819960909098.917,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.89947551057295,59.193164406983044,1238099084242798,0,342344713886222.7,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2042,Global,Power,OilCap,NA,FALSE,43171385085159.016,4943861997542.181,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.88103792013392,59.15083757951084,1253659624588407.5,0,323969470054144.94,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2043,Global,Power,OilCap,NA,FALSE,43731562639620.83,4832234345346.442,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.86579362094929,59.10851075203865,1269597911513853.8,0,306624510530822.44,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2044,Global,Power,OilCap,NA,FALSE,44302943737050.695,4606091084254.273,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.85318892671253,59.066183924566445,1285910622024427.5,0,290246956634914.6,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2045,Global,Power,OilCap,NA,FALSE,44885752460021.22,4308627486724.2417,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.84276635044227,59.02385709709424,1302596154312164.5,0,274778599009609.78,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2046,Global,Power,OilCap,NA,FALSE,45480217357763.516,3940884363475.808,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.83414784281152,58.98153026962204,1319654365736844.8,0,260165397705691.3,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2047,Global,Power,OilCap,NA,FALSE,46086571547682.11,3483717848483.425,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.82702092125009,58.93920344214984,1337086355315068.2,0,246357061243010.03,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2048,Global,Power,OilCap,NA,FALSE,46705052832487.625,2912523937611.2485,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.821127313063194,58.896876614677645,1354894285325010.2,0,233306689439920.94,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2049,Global,Power,OilCap,NA,FALSE,47335903731432.17,2206496932480.2344,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.8162534973956,58.85454978720544,1373081228716502.5,0,220970466470644.94,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
Carbon balance 2030,company-1,2050,Global,Power,OilCap,NA,FALSE,47979371652103.86,1352480673014.2126,0,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,58.81222295973324,58.81222295973324,1391651047472306.5,0,209307396470764.94,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,2050,d15ef843-f531-4b55-a03f-5d34024548b5
