scenario_name,company_name,year,scenario_geography,ald_sector,ald_business_unit,production_plan_company_technology,phase_out,production_baseline_scenario,production_target_scenario,production_shock_scenario,company_id,pd,net_profit_margin,debt_equity_ratio,volatility,price_baseline_scenario,price_shock_scenario,net_profits_baseline_scenario,net_profits_shock_scenario,discounted_net_profits_baseline_scenario,discounted_net_profits_shock_scenario,baseline_scenario_arg,shock_scenario_arg,lgd_arg,risk_free_rate_arg,discount_rate_arg,growth_rate_arg,div_netprofit_prop_coef_arg,shock_year_arg,scenario_geography_arg,start_year_arg,carbon_price_model_arg,market_passthrough_arg,financial_stimulus_arg,run_id
Carbon balance 2033,company-1,2040,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.92177664193161,59.08808051128256,1959462221124682.8,0,579734166626165.75,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2041,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.89947551057295,59.06049475612763,1958720589984617.5,0,541602565170654.06,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2042,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.88103792013392,59.032909000972694,1958107442113442.5,0,506012172593370.44,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2043,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.86579362094929,59.00532324581776,1957600488147656,0,472786136500055.4,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2044,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.85318892671253,58.97773749066283,1957181315074925,0,441761589455496.25,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2045,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.84276635044227,58.9501517355079,1956834709021742.8,0,412788183089871.2,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2046,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.83414784281152,58.92256598035297,1956548097838791.5,0,385726844256164.2,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2047,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.82702092125009,58.89498022519804,1956311089819881.8,0,360448709276948.94,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2048,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.821127313063194,58.8673944700431,1956115096025286.8,0,336834203347191.9,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2049,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.8162534973956,58.83980871488817,1955953015751784.2,0,314772237247279.1,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2050,Global,Power,OilCap,NA,FALSE,45090563493742.3,307663801.09538734,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.81222295973324,58.81222295973324,1955818978953671.2,0,294159501547782.25,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2051,Global,Power,OilCap,NA,FALSE,NA,NA,NA,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,NA,NA,2014493548322281.5,0,50362338708057024,0,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2022,Global,Power,RenewablesCap,41407585228046.44,FALSE,41407585228046.44,40209572105376.91,41407585228046.44,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,65.01407005649718,65.01407005649718,1985466929746218,1985466929746218,1985466929746218,1985466929746218,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2023,Global,Power,RenewablesCap,43724192252473.8,FALSE,43724192252473.8,45410808085189.664,43724192252473.8,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,66.25224498227185,66.25224498227185,2136474889146146,2136474889146146,1996705503874902.8,1996705503874902.8,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2024,Global,Power,RenewablesCap,21639513595798.13,FALSE,21639513595798.13,50689508655100.05,21639513595798.13,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,67.41960437138908,67.41960437138908,1075992124934002.4,1075992124934002.4,939813193234345.6,939813193234345.6,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2025,Global,Power,RenewablesCap,46925548711700.77,FALSE,46925548711700.77,56015345167262.58,46925548711700.77,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,68.52772261942114,68.52772261942114,2371652509393678,2371652509393678,1935974908140920.5,1935974908140920.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2026,Global,Power,RenewablesCap,88628311465283.66,FALSE,88628311465283.66,68140681933123.09,88628311465283.66,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,69.58567805159065,69.58567805159065,4548495162230840,4548495162230840,3470025181287238.5,3470025181287238.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2027,Global,Power,RenewablesCap,87265977226765.02,FALSE,87265977226765.02,80383836213328.33,87265977226765.02,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,70.60070810081855,70.60070810081855,4543906766048602,4543906766048602,3239742725054983,3239742725054983,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2028,Global,Power,RenewablesCap,NA,FALSE,95711004601364.3,92687957953949.25,95711004601364.3,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,71.5785938596973,71.5785938596973,5052664196594774,5052664196594774,3366803496957033.5,3366803496957033.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2029,Global,Power,RenewablesCap,NA,FALSE,104188783556821.89,105027704858069.89,104188783556821.89,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,72.51984040895637,72.51984040895637,5572540142464283,5572540142464283,3470297935361154,3470297935361154,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2030,Global,Power,RenewablesCap,NA,FALSE,112688831868357.3,117390070732988.61,112688831868357.3,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,73.42373758228831,73.42373758228831,6102288887381228,6102288887381228,3551587691141932,3551587691141932,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2031,Global,Power,RenewablesCap,NA,FALSE,122389658371378.38,130381497262616.62,122389658371378.38,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,74.29222596043412,74.29222596043412,6705999117792512,6705999117792512,3647619197906874.5,3647619197906874.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2032,Global,Power,RenewablesCap,NA,FALSE,132118868102395.14,143395783721524.9,132118868102395.14,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,75.12552632633295,75.12552632633295,7320281303707633,7320281303707633,3721259818966782.5,3721259818966782.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2033,Global,Power,RenewablesCap,NA,FALSE,141868563597078.78,156426363888609.38,144985373944945.7,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,75.92261795841861,75.92261795841861,7943881278964033,8081148826700630,3774080770994019.5,3839295594101465.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2034,Global,Power,RenewablesCap,NA,FALSE,151633528609985.94,169468966555379.03,157851879787496.22,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,76.68349776570432,77.26648463530329,8575758727985647,8919666107730342,3807739434788740.5,3960438424266530,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2035,Global,Power,RenewablesCap,NA,FALSE,161410179280453,182520693414281.53,170718385630046.75,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,77.4104567264555,78.61035131218796,9215225099812612,9782520358088238,3823990795712332.5,4059398159352462.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2036,Global,Power,RenewablesCap,NA,FALSE,170481533856164.12,193998165122765.94,183584891472597.28,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,78.10707619312483,79.95421798907265,9820715356506336,10660693359120118,3808642734376759,4134400685865679,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2037,Global,Power,RenewablesCap,NA,FALSE,179567483913329.2,205479838219503.94,196451397315147.8,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,78.77714718726655,81.29808466595732,10432859174219320,11562952005236888,3781348281185065.5,4190945929613748.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2038,Global,Power,RenewablesCap,NA,FALSE,188665247973256.3,216964980197958.66,209317903157698.38,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,79.42416662038285,82.64195134284199,11051468133979282,12489269369647772,3743514613425386.5,4230547636701003.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2039,Global,Power,RenewablesCap,NA,FALSE,197772709102563.25,228453019481052.88,222184409000248.88,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,80.0512960506103,83.98581801972666,11676431306490500,13439624958856820,3696459123648280.5,4254641079416335.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2040,Global,Power,RenewablesCap,NA,FALSE,206888227634451.75,239943503527505.3,235050914842799.44,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,80.66120165342215,85.32968469661134,12307670624136072,14414002899665034,3641395631653184.5,4264583347765766.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2041,Global,Power,RenewablesCap,NA,FALSE,215758899363449.3,250206033871218.7,247917420685349.94,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,81.25608254942522,86.67355137349601,12930043832176810,15408957099744640,3575264865792293,4260705041085926,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2042,Global,Power,RenewablesCap,NA,FALSE,224633129069356.12,260468489450176.6,260783926527900.5,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,81.83773083978967,88.0174180503807,13558223356300006,16427774506456690,3503702559662748,4245249106409627.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2043,Global,Power,RenewablesCap,NA,FALSE,233510429049079,270730879035781.66,273650432370451,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,82.40760659675136,89.36128472726537,14192175767026946,17470450516518844,3427596177078739.5,4219342431016665.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2044,Global,Power,RenewablesCap,NA,FALSE,242390396839485.44,280993210078993.2,286516938213001.56,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,82.96690879678117,90.70515140415004,14831863416651882,18536981331203048,3347746837280700.5,4184040729136855.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2045,Global,Power,RenewablesCap,NA,FALSE,251272697374417.2,291255488949788.7,299383444055552.1,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,83.51663331125883,92.04901808103472,15477245778173674,19627363787920928,3264876759673575,4140331219344592,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
Carbon balance 2033,company-1,2046,Global,Power,RenewablesCap,NA,FALSE,260165914068096.8,300727389229696.6,312249949898102.6,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,84.05761723598349,93.39288475791939,16128830200406860,20741725579844012,3179744357738276.5,4089161089971730,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,76dfd636-7808-4aa1-8994-60e9c0b1a82d
