portfolio_id,company_id,asset_type,ald_sector,ald_business_unit,ald_location,exposure_value_usd,expiration_date,loss_given_default,pd_portfolio
portfolio_A,71,fixed_income,Power,HydroCap,GT,57673755,2024-11-01,0.18831977758617222,NA
portfolio_A,55,fixed_income,Power,RenewablesCap,GT,5369060,2026-02-01,0.07383196474338587,NA
portfolio_A,89,fixed_income,Power,HydroCap,GT,32532743,2026-10-01,0.6495139779808329,NA
portfolio_A,43,fixed_income,Power,NuclearCap,GT,38737176,2022-08-01,0.254303161030165,NA
portfolio_A,46,fixed_income,Oil&Gas,Gas,NF,18375047,2026-10-01,0.4985728931585369,NA
portfolio_A,46,fixed_income,Oil&Gas,Gas,GE,18375047,2026-10-01,0.5011965746029466,NA
portfolio_A,46,fixed_income,Oil&Gas,Gas,RE,18375047,2026-10-01,0.3890905850183942,NA
portfolio_A,46,fixed_income,Oil&Gas,Gas,CV,18375047,2026-10-01,0.3272412093035738,NA
portfolio_A,83,fixed_income,Power,RenewablesCap,GT,66868808,2024-06-01,0.5081436736005979,NA
portfolio_A,69,fixed_income,Automotive,Electric,GT,38370174,2025-06-01,0.35155999261229093,NA
portfolio_A,97,fixed_income,Power,CoalCap,GT,38826731,2025-05-01,0.40711960378747664,NA
portfolio_A,93,fixed_income,Power,GasCap,GT,64185330,2026-08-01,0.6519459322377774,NA
portfolio_A,60,fixed_income,Power,CoalCap,SX,62455710,2025-08-01,0.6737095503397391,NA
portfolio_A,60,fixed_income,Power,CoalCap,PW,62455710,2025-08-01,0.22867255376304937,NA
portfolio_A,25,fixed_income,Power,GasCap,GT,38292536,2023-02-01,0.4456843738004008,NA
portfolio_A,19,fixed_income,Coal,Coal,IL,70933062,2028-09-01,0.9734900189987391,NA
portfolio_A,19,fixed_income,Coal,Coal,FJ,70933062,2028-09-01,0.512896108623083,NA
portfolio_A,54,fixed_income,Power,NuclearCap,GT,41762480,2023-02-01,0.2363757737683498,NA
portfolio_A,15,fixed_income,Coal,Coal,VC,63607291,2029-01-01,0.7790912794103687,NA
portfolio_A,15,fixed_income,Coal,Coal,AI,63607291,2029-01-01,0.11679101268612593,NA
portfolio_A,15,fixed_income,Coal,Coal,R2,63607291,2029-01-01,0.9257527393295223,NA
portfolio_A,15,fixed_income,Coal,Coal,MC,63607291,2029-01-01,0.8434555536691125,NA
portfolio_A,76,fixed_income,Automotive,Electric,GN,40082549,2027-02-01,0.9004599034352421,NA
portfolio_A,76,fixed_income,Automotive,Electric,YU,40082549,2027-02-01,0.9197143238515897,NA
portfolio_A,76,fixed_income,Automotive,Electric,HK,40082549,2027-02-01,0.8350790358712069,NA
portfolio_A,21,fixed_income,Oil&Gas,Oil,GT,8624131,2022-07-01,0.9600705473189765,NA
portfolio_A,89,fixed_income,Power,CoalCap,GT,67946303,2030-01-01,0.9266720478428323,NA
portfolio_A,13,fixed_income,Power,HydroCap,KG,86329220,2024-04-01,0.021649378816341897,NA
portfolio_A,13,fixed_income,Power,HydroCap,PN,86329220,2024-04-01,0.23008620224531867,NA
portfolio_A,13,fixed_income,Power,HydroCap,WS,86329220,2024-04-01,0.7760903375846412,NA
portfolio_A,13,fixed_income,Power,HydroCap,AS,86329220,2024-04-01,0.6708742596007128,NA
portfolio_A,13,fixed_income,Power,HydroCap,BZ,86329220,2024-04-01,0.0219744879274542,NA
portfolio_A,84,fixed_income,Power,NuclearCap,1Q,5407500,2027-08-01,0.9848062604612424,NA
portfolio_A,84,fixed_income,Power,NuclearCap,TZ,5407500,2027-08-01,0.12334501672321674,NA
portfolio_A,63,fixed_income,Automotive,FuelCell,GT,65579074,2022-02-01,0.6987605906792866,NA
portfolio_A,60,fixed_income,Power,OilCap,SX,25804493,2026-06-01,0.7767532138776374,NA
portfolio_A,60,fixed_income,Power,OilCap,PW,25804493,2026-06-01,0.07787060806772564,NA
portfolio_A,14,fixed_income,Oil&Gas,Oil,GT,45059025,2029-09-01,0.3488046715159403,NA
portfolio_A,85,fixed_income,Power,RenewablesCap,GT,1727466,2024-02-01,0.9236727975317308,NA
portfolio_A,51,fixed_income,Power,OilCap,TN,98403262,2029-06-01,0.9859278673717304,NA
portfolio_A,51,fixed_income,Power,OilCap,MQ,98403262,2029-06-01,0.7725762800940214,NA
portfolio_A,51,fixed_income,Power,OilCap,RW,98403262,2029-06-01,0.9136251724809343,NA
portfolio_A,51,fixed_income,Power,OilCap,UM,98403262,2029-06-01,0.06996937654305782,NA
portfolio_A,51,fixed_income,Power,OilCap,MD,98403262,2029-06-01,0.5917245945305586,NA
portfolio_A,39,fixed_income,Power,RenewablesCap,LR,22956032,2023-06-01,0.6956298047915419,NA
portfolio_A,39,fixed_income,Power,RenewablesCap,BT,22956032,2023-06-01,0.016959289786624296,NA
portfolio_A,65,fixed_income,Automotive,Electric,MZ,89117884,2026-01-01,0.5213620294300216,NA
portfolio_A,65,fixed_income,Automotive,Electric,SM,89117884,2026-01-01,0.12173151782515665,NA
portfolio_A,65,fixed_income,Automotive,Electric,CM,89117884,2026-01-01,0.6669675437069894,NA
portfolio_A,65,fixed_income,Automotive,Electric,SR,89117884,2026-01-01,0.14104228209310957,NA
portfolio_A,80,fixed_income,Automotive,Hybrid,GT,69943612,2028-08-01,0.7894603036488019,NA
portfolio_A,21,fixed_income,Power,HydroCap,GT,9231782,2022-07-01,0.9958573851204245,NA
portfolio_A,6,fixed_income,Automotive,FuelCell,SI,98290172,2027-09-01,0.3670705256157235,NA
portfolio_A,6,fixed_income,Automotive,FuelCell,NA,98290172,2027-09-01,0.3240573643389441,NA
portfolio_A,6,fixed_income,Automotive,FuelCell,TO,98290172,2027-09-01,0.3755702369011416,NA
portfolio_A,74,fixed_income,Automotive,FuelCell,GT,50191632,2023-03-01,0.7331437574900368,NA
portfolio_A,58,fixed_income,Oil&Gas,Gas,SH,46091637,2026-07-01,0.11499761835541808,NA
portfolio_A,58,fixed_income,Oil&Gas,Gas,CY,46091637,2026-07-01,0.3657583493845612,NA
portfolio_A,31,fixed_income,Power,HydroCap,GT,35844903,2022-09-01,0.47208357877086593,NA
portfolio_A,5,fixed_income,Power,CoalCap,KZ,39217273,2022-04-01,0.6169884832894081,NA
portfolio_A,5,fixed_income,Power,CoalCap,GD,39217273,2022-04-01,0.9409515744997463,NA
portfolio_A,5,fixed_income,Power,CoalCap,SO,39217273,2022-04-01,0.9776122617954889,NA
portfolio_A,5,fixed_income,Power,CoalCap,AD,39217273,2022-04-01,0.3550105262199171,NA
portfolio_A,3,fixed_income,Oil&Gas,Oil,GT,73558766,2024-05-01,0.7884042506716893,NA
portfolio_A,61,fixed_income,Power,OilCap,BW,43342318,2029-06-01,0.2633190925442775,NA
portfolio_A,61,fixed_income,Power,OilCap,AX,43342318,2029-06-01,0.46365814791134646,NA
portfolio_A,61,fixed_income,Power,OilCap,SV,43342318,2029-06-01,0.45726837259855485,NA
portfolio_A,61,fixed_income,Power,OilCap,MP,43342318,2029-06-01,0.761545625439366,NA
portfolio_A,61,fixed_income,Power,OilCap,BD,43342318,2029-06-01,0.8078576972833492,NA
portfolio_A,22,fixed_income,Power,GasCap,FJ,84220138,2022-06-01,0.1603410090167868,NA
portfolio_A,22,fixed_income,Power,GasCap,DE,84220138,2022-06-01,0.9226665416741859,NA
portfolio_A,22,fixed_income,Power,GasCap,BM,84220138,2022-06-01,0.9128392782547308,NA
portfolio_A,22,fixed_income,Power,GasCap,ID,84220138,2022-06-01,0.6845654362596888,NA
portfolio_A,25,fixed_income,Automotive,ICE,GT,62274417,2023-01-01,0.005890886998209066,NA
portfolio_A,8,fixed_income,Power,RenewablesCap,GT,55881352,2026-04-01,0.7106118811518041,NA
portfolio_A,49,fixed_income,Automotive,Hybrid,GT,28909110,2024-09-01,0.5221524433646793,NA
portfolio_A,59,fixed_income,Oil&Gas,Gas,BH,41770605,2022-06-01,0.16806826203395342,NA
portfolio_A,59,fixed_income,Oil&Gas,Gas,KI,41770605,2022-06-01,0.3126672142810799,NA
portfolio_A,59,fixed_income,Oil&Gas,Gas,AE,41770605,2022-06-01,0.8522948738268056,NA
portfolio_A,59,fixed_income,Oil&Gas,Gas,LC,41770605,2022-06-01,0.5566186522512786,NA
portfolio_A,59,fixed_income,Oil&Gas,Gas,BI,41770605,2022-06-01,0.14852348736949889,NA
portfolio_A,79,fixed_income,Automotive,ICE,TJ,34508703,2028-03-01,0.9002442589527406,NA
portfolio_A,79,fixed_income,Automotive,ICE,BA,34508703,2028-03-01,0.2608761435586794,NA
portfolio_A,79,fixed_income,Automotive,ICE,SM,34508703,2028-03-01,0.6121839610251446,NA
portfolio_A,79,fixed_income,Automotive,ICE,NR,34508703,2028-03-01,0.7347714034108346,NA
portfolio_A,79,fixed_income,Automotive,ICE,HT,34508703,2028-03-01,0.7458135550098417,NA
portfolio_A,17,fixed_income,Automotive,ICE,GT,15020792,2022-06-01,0.08096293801655387,NA
portfolio_A,12,fixed_income,Oil&Gas,Gas,SX,80923163,2028-10-01,0.407043725910532,NA
portfolio_A,12,fixed_income,Oil&Gas,Gas,PF,80923163,2028-10-01,0.15484264468241613,NA
portfolio_A,12,fixed_income,Oil&Gas,Gas,CF,80923163,2028-10-01,0.47924549011429823,NA
portfolio_A,67,fixed_income,Power,CoalCap,GT,18312401,2027-02-01,0.3049668941814459,NA
portfolio_A,20,fixed_income,Power,HydroCap,YT,81438771,2027-02-01,0.7510485611107425,NA
portfolio_A,20,fixed_income,Power,HydroCap,ZA,81438771,2027-02-01,0.7207948203877592,NA
portfolio_A,20,fixed_income,Power,HydroCap,GR,81438771,2027-02-01,0.595089150999242,NA
portfolio_A,20,fixed_income,Power,HydroCap,MS,81438771,2027-02-01,0.6042050914238662,NA
portfolio_A,45,fixed_income,Coal,Coal,GT,71316165,2023-06-01,0.6821139868601224,NA
portfolio_A,32,fixed_income,Automotive,Electric,GT,15307427,2028-02-01,0.5957487359982598,NA
portfolio_A,64,fixed_income,Power,RenewablesCap,ME,73378769,2027-03-01,0.8186255517995874,NA
portfolio_A,73,fixed_income,Power,GasCap,GT,82192663,2023-11-01,0.8109058732289194,NA
portfolio_A,98,fixed_income,Automotive,Electric,GT,69449456,2026-01-01,0.5894905283927403,NA
portfolio_A,48,fixed_income,Power,NuclearCap,TH,21396248,2023-04-01,0.8377916784120881,NA
portfolio_A,48,fixed_income,Power,NuclearCap,MN,21396248,2023-04-01,0.9202276104141743,NA
portfolio_A,48,fixed_income,Power,NuclearCap,DO,21396248,2023-04-01,0.11955618484700856,NA
portfolio_A,40,fixed_income,Coal,Coal,GT,5586506,2028-08-01,0.21366366346171348,NA
portfolio_A,75,fixed_income,Power,HydroCap,SK,48413891,2025-09-01,0.8846060902859457,NA
portfolio_A,75,fixed_income,Power,HydroCap,OM,48413891,2025-09-01,0.614369640065773,NA
portfolio_A,75,fixed_income,Power,HydroCap,LS,48413891,2025-09-01,0.032872690584053066,NA
portfolio_A,75,fixed_income,Power,HydroCap,MT,48413891,2025-09-01,0.5791720037239266,NA
portfolio_A,75,fixed_income,Power,HydroCap,TV,48413891,2025-09-01,0.9100821813590613,NA
portfolio_A,75,fixed_income,Power,HydroCap,VG,48413891,2025-09-01,0.9987097428112903,NA
portfolio_A,75,fixed_income,Power,HydroCap,AL,48413891,2025-09-01,0.3353695980875786,NA
portfolio_A,75,fixed_income,Power,HydroCap,NE,48413891,2025-09-01,0.09895828039417223,NA
portfolio_A,30,fixed_income,Power,OilCap,GT,66404083,2024-10-01,0.3553026271635125,NA
portfolio_A,46,fixed_income,Power,HydroCap,NF,16381160,2028-07-01,0.7905450709307015,NA
portfolio_A,46,fixed_income,Power,HydroCap,GE,16381160,2028-07-01,0.4369590007268697,NA
portfolio_A,46,fixed_income,Power,HydroCap,RE,16381160,2028-07-01,0.5685624149063735,NA
portfolio_A,46,fixed_income,Power,HydroCap,CV,16381160,2028-07-01,0.6538426603005881,NA
portfolio_A,81,fixed_income,Power,RenewablesCap,GT,99923418,2023-05-01,0.24738840267457532,NA
portfolio_A,8,fixed_income,Power,OilCap,GT,61216679,2029-12-01,0.7824254035169457,NA
portfolio_A,42,fixed_income,Power,CoalCap,GT,64991312,2029-03-01,0.324849472815026,NA
portfolio_A,99,fixed_income,Oil&Gas,Oil,PY,16104028,2024-03-01,0.9401954669962744,NA
portfolio_A,99,fixed_income,Oil&Gas,Oil,DZ,16104028,2024-03-01,0.38509704750898366,NA
portfolio_A,99,fixed_income,Oil&Gas,Oil,YT,16104028,2024-03-01,0.29015438465364934,NA
portfolio_A,99,fixed_income,Oil&Gas,Oil,TJ,16104028,2024-03-01,0.9699711337647237,NA
portfolio_A,99,fixed_income,Oil&Gas,Oil,BL,16104028,2024-03-01,0.8803720124118023,NA
portfolio_A,9,fixed_income,Automotive,Electric,GT,37583880,2026-06-01,0.9815204037769044,NA
portfolio_A,6,fixed_income,Power,NuclearCap,SI,75260299,2026-01-01,0.08981965202031005,NA
portfolio_A,6,fixed_income,Power,NuclearCap,NA,75260299,2026-01-01,0.7439173508159792,NA
portfolio_A,6,fixed_income,Power,NuclearCap,TO,75260299,2026-01-01,0.7942213855357301,NA
portfolio_A,55,fixed_income,Automotive,ICE,GT,73800514,2027-11-01,0.691450613016344,NA
portfolio_A,14,fixed_income,Power,OilCap,GT,86074709,2023-01-01,0.7855960509422025,NA
portfolio_A,21,fixed_income,Power,OilCap,GT,79522707,2025-10-01,0.21360272842264638,NA
portfolio_A,62,fixed_income,Power,OilCap,NP,75805144,2026-08-01,0.5167948640371006,NA
portfolio_A,92,fixed_income,Power,HydroCap,LS,80605268,2023-09-01,0.25415659670113677,NA
portfolio_A,92,fixed_income,Power,HydroCap,ML,80605268,2023-09-01,0.6193270745537327,NA
portfolio_A,83,fixed_income,Automotive,Electric,GT,79126268,2025-11-01,0.6147481740307115,NA
portfolio_A,12,fixed_income,Power,CoalCap,SX,73812865,2025-06-01,0.9724645045545064,NA
portfolio_A,12,fixed_income,Power,CoalCap,PF,73812865,2025-06-01,0.45262947883641996,NA
portfolio_A,12,fixed_income,Power,CoalCap,CF,73812865,2025-06-01,0.25136918502283584,NA
portfolio_A,70,fixed_income,Power,HydroCap,SZ,4884044,2026-08-01,0.05034914123417202,NA
portfolio_A,70,fixed_income,Power,HydroCap,IO,4884044,2026-08-01,0.700527862808763,NA
portfolio_A,19,fixed_income,Power,CoalCap,IL,21502395,2024-04-01,0.5239179946428686,NA
portfolio_A,19,fixed_income,Power,CoalCap,FJ,21502395,2024-04-01,0.6240599834671204,NA
portfolio_A,29,fixed_income,Power,HydroCap,GT,40768317,2028-09-01,0.764080594217601,NA
portfolio_A,94,fixed_income,Automotive,ICE,GT,65884979,2027-01-01,0.7965107240385318,NA
portfolio_A,9,fixed_income,Automotive,ICE,GT,28637053,2025-02-01,0.4999426935770139,NA
portfolio_A,47,fixed_income,Power,HydroCap,GT,89210960,2028-06-01,0.7792626930554997,NA
portfolio_A,22,fixed_income,Power,OilCap,FJ,96978662,2028-11-01,0.11362866963143549,NA
portfolio_A,22,fixed_income,Power,OilCap,DE,96978662,2028-11-01,0.14945889472483215,NA
portfolio_A,22,fixed_income,Power,OilCap,BM,96978662,2028-11-01,0.14514096196306264,NA
portfolio_A,22,fixed_income,Power,OilCap,ID,96978662,2028-11-01,0.14307596765976163,NA
portfolio_A,27,fixed_income,Automotive,ICE,FO,70801672,2025-11-01,0.48148122005989596,NA
portfolio_A,27,fixed_income,Automotive,ICE,GQ,70801672,2025-11-01,0.6658898989473091,NA
portfolio_A,27,fixed_income,Automotive,ICE,CU,70801672,2025-11-01,0.2514201197529284,NA
portfolio_A,27,fixed_income,Automotive,ICE,GF,70801672,2025-11-01,0.06571637628967589,NA
portfolio_A,40,fixed_income,Automotive,Electric,GT,32734721,2025-09-01,0.25610928910160363,NA
portfolio_A,65,fixed_income,Power,NuclearCap,MZ,98062435,2027-11-01,0.7251070758071145,NA
portfolio_A,65,fixed_income,Power,NuclearCap,SM,98062435,2027-11-01,0.917949968391586,NA
portfolio_A,65,fixed_income,Power,NuclearCap,CM,98062435,2027-11-01,0.38921360667689175,NA
portfolio_A,65,fixed_income,Power,NuclearCap,SR,98062435,2027-11-01,0.5017039775351667,NA
portfolio_A,93,fixed_income,Power,RenewablesCap,GT,38787073,2026-12-01,0.14893304974299135,NA
portfolio_A,83,fixed_income,Coal,Coal,GT,57234985,2022-06-01,0.8770920777748851,NA
portfolio_A,82,fixed_income,Automotive,FuelCell,GT,17203819,2029-11-01,0.21863845710397034,NA
portfolio_A,94,fixed_income,Automotive,Electric,GT,41673534,2022-07-01,0.49026203057533674,NA
portfolio_A,45,fixed_income,Automotive,Electric,GT,84776125,2023-03-01,0.8353025628351485,NA
portfolio_A,17,fixed_income,Power,RenewablesCap,GT,96275396,2023-08-01,0.879696237301149,NA
portfolio_A,54,fixed_income,Power,GasCap,GT,69619863,2027-09-01,0.1596165178192441,NA
portfolio_A,43,fixed_income,Oil&Gas,Oil,GT,87894097,2024-08-01,0.6990099266872439,NA
portfolio_A,14,fixed_income,Automotive,ICE,GT,63268312,2023-01-01,0.49992753420663777,NA
portfolio_A,86,fixed_income,Power,CoalCap,MZ,31350887,2022-09-01,0.06629772320751463,NA
portfolio_A,86,fixed_income,Power,CoalCap,SN,31350887,2022-09-01,0.2655964009205535,NA
portfolio_A,68,fixed_income,Automotive,ICE,GT,24656263,2025-06-01,0.053586458550079166,NA
portfolio_A,3,fixed_income,Power,CoalCap,GT,93509877,2028-11-01,0.5867043795878504,NA
portfolio_A,89,fixed_income,Power,OilCap,GT,40998820,2026-02-01,0.5178450066083246,NA
portfolio_A,16,fixed_income,Automotive,FuelCell,GT,74092264,2024-09-01,0.37675859868546485,NA
portfolio_A,91,fixed_income,Power,OilCap,LK,1638062,2024-08-01,0.6788999654142637,NA
portfolio_A,91,fixed_income,Power,OilCap,GA,1638062,2024-08-01,0.24439423831605325,NA
portfolio_A,25,fixed_income,Power,CoalCap,GT,78523456,2025-07-01,0.29926189288368393,NA
portfolio_A,90,fixed_income,Power,GasCap,GT,13842970,2024-01-01,0.914507283970618,NA
portfolio_A,43,fixed_income,Power,CoalCap,GT,70002245,2024-07-01,0.7687462588471405,NA
portfolio_A,36,fixed_income,Power,RenewablesCap,GT,50752338,2025-12-01,0.9453854212989552,NA
portfolio_A,47,fixed_income,Power,NuclearCap,GT,32788285,2023-02-01,0.3968293487169206,NA
portfolio_A,38,fixed_income,Power,HydroCap,VA,27947909,2024-08-01,0.21686602777573752,NA
portfolio_A,38,fixed_income,Power,HydroCap,IE,27947909,2024-08-01,0.5198488507370438,NA
portfolio_A,38,fixed_income,Power,HydroCap,NP,27947909,2024-08-01,0.7489698982516765,NA
portfolio_A,38,fixed_income,Power,HydroCap,SL,27947909,2024-08-01,0.3164704516220402,NA
portfolio_A,88,fixed_income,Oil&Gas,Oil,GT,4204531,2022-08-01,0.4900800417623721,NA
portfolio_A,87,fixed_income,Power,CoalCap,GU,79931650,2024-07-01,0.8516582810866768,NA
portfolio_A,87,fixed_income,Power,CoalCap,ES,79931650,2024-07-01,0.28778632564457496,NA
portfolio_A,87,fixed_income,Power,CoalCap,TV,79931650,2024-07-01,0.007875266019459521,NA
portfolio_A,87,fixed_income,Power,CoalCap,LA,79931650,2024-07-01,0.8101436301723265,NA
portfolio_A,66,fixed_income,Automotive,Electric,GT,14172078,2028-05-01,0.3376413283072945,NA
portfolio_A,50,fixed_income,Automotive,Hybrid,GT,26868926,2029-03-01,0.07542065716618163,NA
portfolio_A,28,fixed_income,Oil&Gas,Oil,MR,44503665,2025-10-01,0.2259552853429405,NA
portfolio_A,28,fixed_income,Oil&Gas,Oil,LR,44503665,2025-10-01,0.036205972076530826,NA
portfolio_A,1,fixed_income,Power,CoalCap,GT,50512249,2022-07-01,0.9805750117122497,NA
portfolio_A,58,fixed_income,Power,OilCap,SH,43052787,2023-12-01,0.6552344916202266,NA
portfolio_A,58,fixed_income,Power,OilCap,CY,43052787,2023-12-01,0.5867008005151965,NA
portfolio_A,71,fixed_income,Power,NuclearCap,GT,8706312,2029-11-01,0.6820836385498784,NA
portfolio_A,73,fixed_income,Automotive,Hybrid,GT,51087380,2026-12-01,0.5576401664322231,NA
portfolio_A,62,fixed_income,Power,NuclearCap,NP,7331486,2022-06-01,0.6732602002360486,NA
portfolio_A,99,fixed_income,Power,RenewablesCap,PY,81624655,2025-03-01,0.2984334665524859,NA
portfolio_A,99,fixed_income,Power,RenewablesCap,DZ,81624655,2025-03-01,0.17803067269899575,NA
portfolio_A,99,fixed_income,Power,RenewablesCap,YT,81624655,2025-03-01,0.3552826749743373,NA
portfolio_A,99,fixed_income,Power,RenewablesCap,TJ,81624655,2025-03-01,0.050977943926626156,NA
portfolio_A,99,fixed_income,Power,RenewablesCap,BL,81624655,2025-03-01,0.039189466039485976,NA
portfolio_A,13,fixed_income,Oil&Gas,Gas,KG,36243753,2024-01-01,0.6867791869925278,NA
portfolio_A,13,fixed_income,Oil&Gas,Gas,PN,36243753,2024-01-01,0.1846638480024853,NA
portfolio_A,13,fixed_income,Oil&Gas,Gas,WS,36243753,2024-01-01,0.08525886385871806,NA
portfolio_A,13,fixed_income,Oil&Gas,Gas,AS,36243753,2024-01-01,0.40767438868699807,NA
portfolio_A,13,fixed_income,Oil&Gas,Gas,BZ,36243753,2024-01-01,0.9784223047503884,NA
portfolio_A,18,fixed_income,Coal,Coal,GT,80101492,2028-11-01,0.4475332395662923,NA
portfolio_A,72,fixed_income,Power,GasCap,BH,86075462,2024-02-01,0.1050780760028197,NA
portfolio_A,72,fixed_income,Power,GasCap,BS,86075462,2024-02-01,0.006582435919307071,NA
portfolio_A,64,fixed_income,Power,CoalCap,ME,65713259,2029-07-01,0.3726420297386697,NA
portfolio_A,48,fixed_income,Power,GasCap,TH,71324123,2029-03-01,0.09743600617210103,NA
portfolio_A,48,fixed_income,Power,GasCap,MN,71324123,2029-03-01,0.7086391082724773,NA
portfolio_A,48,fixed_income,Power,GasCap,DO,71324123,2029-03-01,0.5220987346902985,NA
portfolio_A,50,fixed_income,Power,NuclearCap,GT,24720635,2029-03-01,0.49851268827636824,NA
portfolio_A,61,fixed_income,Power,NuclearCap,BW,4706028,2025-06-01,0.8209077854752987,NA
portfolio_A,61,fixed_income,Power,NuclearCap,AX,4706028,2025-06-01,0.43998511247649624,NA
portfolio_A,61,fixed_income,Power,NuclearCap,SV,4706028,2025-06-01,0.9772964337794929,NA
portfolio_A,61,fixed_income,Power,NuclearCap,MP,4706028,2025-06-01,0.6794765623541418,NA
portfolio_A,61,fixed_income,Power,NuclearCap,BD,4706028,2025-06-01,0.12666897521106224,NA
portfolio_A,6,fixed_income,Power,HydroCap,SI,22118676,2028-06-01,0.9544309621188488,NA
portfolio_A,6,fixed_income,Power,HydroCap,NA,22118676,2028-06-01,0.2579963251232119,NA
portfolio_A,6,fixed_income,Power,HydroCap,TO,22118676,2028-06-01,0.18861369228048155,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,SK,53127331,2026-08-01,0.5934327579445365,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,OM,53127331,2026-08-01,0.19664320301241073,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,LS,53127331,2026-08-01,0.5539231001781317,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,MT,53127331,2026-08-01,0.8261007626182258,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,TV,53127331,2026-08-01,0.18235724790142616,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,VG,53127331,2026-08-01,0.16539224165783944,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,AL,53127331,2026-08-01,0.7486148981097043,NA
portfolio_A,75,fixed_income,Power,RenewablesCap,NE,53127331,2026-08-01,0.38895828924969955,NA
portfolio_A,95,fixed_income,Power,OilCap,PA,78379534,2028-10-01,0.05407921433933914,NA
portfolio_A,95,fixed_income,Power,OilCap,EC,78379534,2028-10-01,0.2707719718773934,NA
portfolio_A,95,fixed_income,Power,OilCap,VG,78379534,2028-10-01,0.49031946034906393,NA
