scenario_name,company_name,year,scenario_geography,ald_sector,ald_business_unit,production_plan_company_technology,phase_out,production_baseline_scenario,production_target_scenario,production_shock_scenario,company_id,pd,net_profit_margin,debt_equity_ratio,volatility,price_baseline_scenario,price_shock_scenario,net_profits_baseline_scenario,net_profits_shock_scenario,discounted_net_profits_baseline_scenario,discounted_net_profits_shock_scenario,baseline_scenario_arg,shock_scenario_arg,lgd_arg,risk_free_rate_arg,discount_rate_arg,growth_rate_arg,div_netprofit_prop_coef_arg,shock_year_arg,scenario_geography_arg,start_year_arg,carbon_price_model_arg,market_passthrough_arg,financial_stimulus_arg,run_id
Carbon balance 2030,company-1,2032,Global,Power,OilCap,NA,FALSE,68237781230741.08,32115787488029.613,50009660311572,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.38379444268135,59.57410585423285,2988603081290146.5,2197287250817849.8,1519254260845481.8,1116989418569893.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2033,Global,Power,OilCap,NA,FALSE,69337703411003.65,30156842230097.246,44977369608942.9,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.281180797367085,59.53177902676065,3031528789774215.5,1974778147232452.2,1440257490063307.8,938202872213762.6,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2034,Global,Power,OilCap,NA,FALSE,70461415799091.1,26039004744078.168,39945078906313.8,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.19644898490565,59.48945219928845,3076255613992986.5,1752583229650081.5,1365894282294336.2,778167913529387.75,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2035,Global,Power,OilCap,NA,FALSE,71609524273431.47,20270398324363.754,34912788203684.695,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.12646372373537,59.44712537181625,3122684389649164.5,1530702498070738.2,1295803003680920,635187116993528.9,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2036,Global,Power,OilCap,NA,FALSE,72782658432540.55,15802983499323.312,29880497501055.594,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.06864549003239,59.40479854434405,3170737762688252.5,1309135952494422.2,1229666771115202.8,507705493212974.2,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2037,Global,Power,OilCap,NA,FALSE,73981473395664.27,12998451195980.791,24848206798426.492,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.020870091847605,59.362471716871845,3220356728412059.5,1087883592921133.8,1167205478041441.8,394299078088493.8,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2038,Global,Power,OilCap,NA,FALSE,75206651634268.89,11586739281931.906,19815916095797.39,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.98138703985392,59.32014488939965,3271497805166047,866945419350872.5,1108169493225372.6,293664407935420.44,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2039,Global,Power,OilCap,NA,FALSE,76458905227490.22,11808788004823.477,14783625393168.29,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.94875284594225,59.27781806192745,3324130729283171.5,646321431783638.6,1052334659445837.1,204608813310796.2,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2040,Global,Power,OilCap,NA,FALSE,77738978210925.22,10695718730833.055,9751334690539.1875,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.92177664193161,59.235491234455246,3378236577910206.5,426011630219431.9,999498304201386.9,126041469315269.55,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2041,Global,Power,OilCap,NA,FALSE,78998541252812.23,11275558731788.914,4719043987910.086,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.89947551057295,59.193164406983044,3431673000762275,206016014658252.56,948886180879081,56965144786690.03,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2042,Global,Power,OilCap,NA,FALSE,80283295558094.44,11565406310643.191,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.88103792013392,59.15083757951084,3486390639840076.5,0,900949592567077.25,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2043,Global,Power,OilCap,NA,FALSE,81593744965192.44,11304270552042.186,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.86579362094929,59.10851075203865,3542380990555224,0,855531367444938.6,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2044,Global,Power,OilCap,NA,FALSE,82930403341434.1,10775243103410.92,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.85318892671253,59.066183924566445,3599640884816342,0,812486337620988.6,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2045,Global,Power,OilCap,NA,FALSE,84293794893603.69,10079372674630.592,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.84276635044227,59.02385709709424,3658171706500300.5,0,771679920227873.5,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2046,Global,Power,OilCap,NA,FALSE,85684454277547.34,9219094082625.5,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.83414784281152,58.98153026962204,3717978730834804.5,0,732986939825596.5,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2047,Global,Power,OilCap,NA,FALSE,87102926835651.875,8149623191217.884,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.82702092125009,58.93920344214984,3779070575332328,0,696290645303477.4,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2048,Global,Power,OilCap,NA,FALSE,88549768870858.5,6813402709196.699,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.821127313063194,58.896876614677645,3841458749165444.5,0,661481883195648.1,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2049,Global,Power,OilCap,NA,FALSE,90025547719733.19,5161760898667.564,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.8162534973956,58.85454978720544,3905157263815424,0,628458392831680.1,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2050,Global,Power,OilCap,NA,FALSE,91530842154353.81,3163920942469.2427,0,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,58.81222295973324,58.81222295973324,3970182325841684,0,597124205558222.4,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2051,Global,Power,OilCap,NA,FALSE,NA,NA,NA,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,NA,NA,4089287795616934.5,0,102232194890423340,0,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2022,Global,Power,RenewablesCap,38753095822760.67,FALSE,38753095822760.67,38292752995981.59,38753095822760.67,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,65.01407005649718,65.01407005649718,1858185879655260,1858185879655260,1858185879655260,1858185879655260,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2023,Global,Power,RenewablesCap,41713552116952.266,FALSE,41713552116952.266,41218311374890.27,41713552116952.266,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,66.25224498227185,66.25224498227185,2038229914468355,2038229914468355,1904887770531172.8,1904887770531172.8,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2024,Global,Power,RenewablesCap,20938745378818.207,FALSE,20938745378818.207,44975397857765.734,20938745378818.207,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,67.41960437138908,67.41960437138908,1041147483924102.2,1041147483924102.2,909378534303521.9,909378534303521.9,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2025,Global,Power,RenewablesCap,45902591306190.195,FALSE,45902591306190.195,49728524622321.58,45902591306190.195,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,68.52772261942114,68.52772261942114,2319951473084281.5,2319951473084281.5,1893771461968503.5,1893771461968503.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2026,Global,Power,RenewablesCap,88898907008853.875,FALSE,88898907008853.875,56066130407073.81,88898907008853.875,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,69.58567805159065,69.58567805159065,4562382400975453,4562382400975453,3480619689234065,3480619689234065,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2027,Global,Power,RenewablesCap,89121518353120.44,FALSE,89121518353120.44,63818951627533.336,89121518353120.44,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,70.60070810081855,70.60070810081855,4640524097873334,4640524097873334,3308629547344604.5,3308629547344604.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2028,Global,Power,RenewablesCap,NA,FALSE,89720844177500.97,73201696982215.52,98504263707802.625,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,71.5785938596973,71.5785938596973,4736438604442942,5200122687263590,3156089032654888,3465061315549918.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2029,Global,Power,RenewablesCap,NA,FALSE,90412142800819.17,84237563887723.05,109540130613310.16,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,72.51984040895637,72.51984040895637,4835696107815719,5858757096636471,3011428502974560,3648539469694877.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2030,Global,Power,RenewablesCap,NA,FALSE,91134843972232.34,96745000829410.78,122047567554997.88,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,73.42373758228831,73.42373758228831,4935104361314580,6609080091386611,2872275670263713.5,3846544785986542.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2031,Global,Power,RenewablesCap,NA,FALSE,92111510856159.34,111425605511600.03,136728172237187.12,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,74.29222596043412,74.6909682764468,5046992685162957,7531847121167283,2745229620035505,4096825793188159.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2032,Global,Power,RenewablesCap,NA,FALSE,92914254587762.34,126753533083689.52,152056099809276.62,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,75.12552632633295,75.9581989706053,5148079835043618,8518319081280564,2617022739997437,4330281475146632.5,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2033,Global,Power,RenewablesCap,NA,FALSE,93593381745513.77,142246755783448.22,167549322509035.3,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,75.92261795841861,77.22542966476378,5240729124421967,9542856821625170,2489832654831500,4533742532912257,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2034,Global,Power,RenewablesCap,NA,FALSE,94265944222934.08,157712694482056.7,183015261207643.78,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,76.68349776570432,78.49266035892227,5331287884231147,10594775373527576,2367155578753864.5,4704206971315469,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2035,Global,Power,RenewablesCap,NA,FALSE,94935339476930.11,173152602758262.56,198455169483849.66,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,77.4104567264555,79.75989105308076,5420045545497905,11674071978603568,2249126207318264.5,4844324833212275,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2036,Global,Power,RenewablesCap,NA,FALSE,95604396140226.25,188734757418510.3,214037324144097.4,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,78.10707619312483,81.02712174723925,5507362234997201,12790729763175812,2135850027259621.2,4960465527353021,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2037,Global,Power,RenewablesCap,NA,FALSE,96275504803110.58,205021205478451.16,230323772204038.25,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,78.77714718726655,82.29435244139773,5593600587634955,13979260418200206,2027378268457452.2,5066727296120650,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2038,Global,Power,RenewablesCap,NA,FALSE,96950714787266.875,222271350905827.25,247573917631414.34,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,79.42416662038285,83.56158313555622,5679094303524696,15257625360010310,1923705724753386.2,5168285589654259,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2039,Global,Power,RenewablesCap,NA,FALSE,97631806922853.4,240731980627952,266034547353539.1,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,80.0512960506103,84.82881382971472,5764147601740399,16643966410448852,1824781513566127.8,5269053521292964,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2040,Global,Power,RenewablesCap,NA,FALSE,98320348927662.72,260631819245573.12,285934385971160.25,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,80.66120165342215,86.0960445238732,5849025263969605,18156201073091844,1730515521262015.8,5371764755007353,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2041,Global,Power,RenewablesCap,NA,FALSE,98901070703388.69,274441603749489.88,299744170475077,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,81.25608254942522,87.36327521803169,5926963768432479,19313236168272352,1638854871424906.5,5340270737933636,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2042,Global,Power,RenewablesCap,NA,FALSE,99497883070862.94,285730995095732.44,311033561821319.5,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,81.83773083978967,88.63050591219019,6005412147988504,20331334260693988,1551912618769481,5254003125523979,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2043,Global,Power,RenewablesCap,NA,FALSE,100111190638585.42,296627343882976.3,321929910608563.4,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,82.40760659675136,89.89773660634867,6084506030737177,21344475381861668,1469487832783242.8,5154970134360612,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2044,Global,Power,RenewablesCap,NA,FALSE,100741406856035.69,307709032131166.8,333011598856753.9,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,82.96690879678117,91.16496730050716,6164364621588325,22390445734331764,1391378250058471.5,5053818376473096,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2045,Global,Power,RenewablesCap,NA,FALSE,101388954200830.7,319202929311865.3,344505496037452.4,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,83.51663331125883,92.43219799466564,6245094591474776,23485230862873948,1317383240267643.2,4954136255166040,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2046,Global,Power,RenewablesCap,NA,FALSE,102054264285672.12,331147309324947,356449876050534.1,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,84.05761723598349,93.69942868882414,6326793061216380,24632631468341876,1247305867134306,4856240034427951,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2047,Global,Power,RenewablesCap,NA,FALSE,102737778116802.53,343492159574967.9,368794726300555,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,84.59057184103226,94.96665938298263,6409549832630802,25830407744340080,1180954284950032.2,4759231381958742,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
Carbon balance 2030,company-1,2048,Global,Power,RenewablesCap,NA,FALSE,103439946209864.8,356166435771857.44,381469002497444.56,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,85.11612447963842,96.23389007714113,6493450369927763,27074640197316536,1118142887795019.8,4662131016884235,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
